fund_symbol,fund_extended_name,fund_family,inception_date,category,investment_strategy,investment_type,size_type,currency,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_stocks,asset_bonds,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_real_estate,sector_consumer_defensive,sector_healthcare,sector_utilities,sector_communication_services,sector_energy,sector_industrials,sector_technology,credit_us_government,credit_aaa,credit_aa,credit_a,credit_bbb,credit_bb,credit_b,credit_below_b,credit_other_ratings,net_asset_value,fund_yield,top10_holdings,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_alpha_3years,category_alpha_3years,fund_alpha_5years,category_alpha_5years,fund_alpha_10years,category_alpha_10years,fund_beta_3years,category_beta_3years,fund_beta_5years,category_beta_5years,fund_beta_10years,category_beta_10years,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
FEM,First Trust Emerging Markets AlphaDEX Fund,First Trust,2011/4/18,Diversified Emerging Mkts,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX Emerging Markets Index. The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Emerging Markets Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX selection methodology.",Value,Large,USD,0.8,0.56,99.36,0,9.06,0.93,0.6,4.4,14.83,12.35,4.75,5.7,4.07,4.48,6.69,6.59,8.14,20.87,11.54,,,,,,,,,,371290000,3.6,"Hebei Construction Group Corp Ltd Ordinary Shares - Class H: 1.52, COSCO SHIPPING Holdings Co Ltd Class H: 1.43, China Hongqiao Group Ltd: 1.27, Zijin Mining Group Co Ltd Class H: 1.26, Dongfeng Motor Group Co Ltd Class H: 1.24, Supermax Corp Bhd: 1.24, Flat Glass Group Co Ltd Shs -H- Reg S: 1.23, United Microelectronics Corp: 1.20, China MeiDong Auto Holdings Ltd: 1.17, Sibanye Stillwater Ltd Ordinary Shares: 1.17",-17.82,14.83,-2.36,1.01,-5.7,7.04,-9.52,15.54,-4.88,-2.18,5,1.65,,3.59,19.9,,-15.43,,39.45,,15.86,,-13.13,-16.23,-10.04,-3.81,-3.35,-3.1,21.11,17.25,,,,,4,4,-3,-1.88,0.79,-4.3,0,2.04,1.3,1.1,1.27,1.09,0,1.18,-0.17,-0.07,0.59,0.27,0,0.55,88.05,68.99,79.62,75.69,0,84.99,22.5,16.8,20.18,17.83,0,24.73,-0.16,-0.06,0.29,0.18,0,0.24,-4.67,-2.11,3.11,1.47,0,2.33
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,First Trust,2012/2/15,Diversified Emerging Mkts,"The investment seeks investment results that correspond generally to the price and yield of an equity index called the NASDAQ AlphaDEX Emerging Markets Small Cap Index. The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Emerging Markets Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX selection methodology.",Value,Medium,USD,0.8,0.56,99.77,0,7.52,0.86,0.55,4.07,14.68,6.88,6.34,11.49,6.04,2.7,5.74,5.54,6.16,14.12,20.32,,,,,,,,,,128320000,4.82,"Light SA: 1.09, PT Media Nusantara Citra Tbk: 0.96, Chung-Hsin Electric & Machinery Mfg Corp: 0.95, China South City Holdings Ltd: 0.92, Megacable Holdings SAB de CV: 0.92, Com7 PCL: 0.88, Asia Cement (China) Holdings Corp: 0.87, Ruentex Industries Ltd: 0.87, Turk Traktor ve Ziraat Makineleri AS: 0.87, Sinopec Kantons Holdings Ltd: 0.86",-15.34,14.83,-3.31,1.01,-5.27,7.04,-4.23,15.54,-4.34,-2.18,6.55,1.65,,3.59,27.09,,-21.44,,46.54,,13.55,,-13.42,-16.23,-4.91,-3.81,5.65,-3.1,,,,,,,4,3,-1.54,-1.88,2.27,-4.3,0,2.04,1.41,1.1,1.36,1.09,0,1.18,-0.05,-0.07,0.74,0.27,0,0.55,84.4,68.99,77.46,75.69,0,84.99,25.01,16.8,21.85,17.83,0,24.73,-0.09,-0.06,0.35,0.18,0,0.24,-3.78,-2.11,4.02,1.47,0,2.33
FENY,Fidelity MSCI Energy Index ETF,Fidelity Investments,2013/10/21,Equity Energy,"The investment seeks to provide investment returns that correspond, before fees and expenses, generally to the performance of the MSCI USA IMI Energy Index. The fund invests at least 80% of assets in securities included in the fund's underlying index. The fund's underlying index is the MSCI USA IMI Energy Index, which represents the performance of the energy sector in the U.S. equity market. It may or may not hold all of the securities in the MSCI USA IMI Energy Index. The fund is non-diversified.",Value,Large,USD,0.08,0.48,99.65,0,,0.95,0.51,4.49,0,0,0,0,0,0,0,0,99.95,0.05,0,,,,,,,,,,385940000,12.53,"Exxon Mobil Corp: 22.20, Chevron Corp: 21.52, ConocoPhillips: 4.94, Kinder Morgan Inc Class P: 3.90, Williams Companies Inc: 3.75, Schlumberger Ltd: 3.34, Phillips 66: 3.28, EOG Resources Inc: 3.21, Marathon Petroleum Corp: 3.09, Valero Energy Corp: 2.53",-50.24,12.43,-3.42,-4.33,-18.29,2.1,-46.17,-2.23,-22.41,-13.55,-13.69,-5.33,,1.18,9.23,,-19.95,,-2.43,,27.03,,-23.01,-29.77,-9.79,-18.42,,,,,,,,,2,4,-29.38,-16.86,-24.1,-14.03,0,-1.08,1.86,1.43,1.73,1.34,0,1.2,-1.5,-0.96,-0.81,-0.23,0,0.42,73.16,39.8,62.97,44.54,0,57.66,37.04,25.84,30.88,23.59,0,27.21,-0.53,-0.39,-0.35,-0.09,0,0.16,-12.91,-8.63,-8.61,-3.67,0,0.59
FEP,First Trust Europe AlphaDEX Fund,First Trust,2011/4/18,Europe Stock,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX Europe Index (the ""index""). The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Europe Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX selection methodology.",Blend,Medium,USD,0.8,0.44,98.9,0,13.6,1.23,0.86,7.78,12.68,14.01,10.97,5.83,7.05,6.11,4.56,10.2,1.42,18.37,8.8,,,,,,,,,,327170000,2.02,"Orange SA: 0.93, Vestas Wind Systems A/S: 0.91, Iliad SA: 0.90, Jungheinrich AG Participating Preferred: 0.90, Siemens Gamesa Renewable Energy SA: 0.90, BT Group PLC: 0.89, A. P. Moller Maersk A/S B: 0.87, Holmen AB B: 0.87, Kinnevik AB B: 0.86, Bellway PLC: 0.85",-14.86,,-4.91,0.72,-0.98,5.55,-9.63,3.94,-4.07,0.3,2.94,8.18,,1.23,24.47,,-18.67,,35.68,,1.13,,2.47,0.91,-8.92,-4.9,31.34,26.83,22.09,20.74,,,,,6,2,-2.66,0.41,-1.36,2.25,0,-0.65,1.28,1.03,1.24,0.99,0,1.07,-0.14,0.12,0.4,0.76,0,0.3,92.78,77.47,89.77,81.23,0,90.5,21.56,14.89,18.54,15.69,0,21.6,-0.15,0.09,0.2,0.57,0,0.13,-4.36,0.63,1.51,8.36,0,0.38
FEUZ,First Trust Eurozone AlphaDEX ETF,First Trust,2014/10/21,Europe Stock,"The investment seeks investment results that correspond generally to the price and yield of an index called the NASDAQ AlphaDEX Eurozone Index. The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Eurozone Index that may generate positive alpha, or risk-adjusted returns, relative to traditional passive-style indices through the use of the AlphaDEX selection methodology.",Blend,Medium,USD,0.8,0.44,99.97,0,13.47,1.07,0.71,6.86,11.63,11.68,11.48,7.4,4.85,8.43,8.34,10.3,2.13,15.85,7.92,,,,,,,,,,23990000,1.61,"Orange SA: 1.26, Iliad SA: 1.23, Jungheinrich AG Participating Preferred: 1.23, Siemens Gamesa Renewable Energy SA: 1.22, Kesko Oyj Class B: 1.16, Wacker Chemie AG: 1.16, Zalando SE: 1.16, RWE AG: 1.15, Soitec SA: 1.15, Suez SA: 1.15",-15.65,,-6.5,0.72,-2.81,5.55,-11.6,3.94,-5.76,0.3,3.01,8.18,,1.23,21.22,,-19.82,,36.16,,5.4,,3.52,0.91,,,,,,,,,,,4,1,-4.45,0.41,-1.17,2.25,0,-0.65,1.23,1.03,1.22,0.99,0,1.07,-0.29,0.12,0.41,0.76,0,0.3,92.74,77.47,89.79,81.23,0,90.5,20.76,14.89,18.24,15.69,0,21.6,-0.24,0.09,0.2,0.57,0,0.13,-5.77,0.63,1.69,8.36,0,0.38
FEX,First Trust Large Cap Core AlphaDEX Fund,First Trust,2007/5/8,Large Blend,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX Large Cap Core Index. The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is designed to select stocks from the NASDAQ US 500 Large Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX selection methodology.",Blend,Large,USD,0.6,0.36,99.87,0,20.26,2.51,1.49,12.09,4.06,11.03,15,2.15,6.31,14.96,7.85,7.43,3.39,9.24,18.6,,,,,,,,,,880450000,1.41,"Pinterest Inc: 0.66, Snap Inc Class A: 0.57, The Trade Desk Inc A: 0.52, Peloton Interactive Inc: 0.51, Roku Inc Class A: 0.51, Twilio Inc A: 0.51, Exelon Corp: 0.49, CBRE Group Inc Class A: 0.48, Evergy Inc: 0.48, Rollins Inc: 0.48",-2.44,7.5,-0.46,-0.25,1.49,3.2,3.79,13.45,5.38,10.14,8.59,15.76,10.72,7.33,27.03,,-9.82,,21.52,,14.11,,-3.88,-0.63,12.34,11.79,35.79,31.44,14.41,14.21,-0.21,1.68,20.63,17.79,8,4,-5.47,-0.65,-3.93,-0.48,-3.04,0.15,1.13,0.98,1.13,1,1.1,1,0.62,0.86,0.81,1.28,0.95,0.69,95.36,94.06,95.04,95.34,94.65,96.99,20.71,10.9,16.97,11.38,14.97,15.42,0.28,0.94,0.5,1.34,0.72,0.48,3.33,10.38,6.54,15.73,9.21,6.54
FEZ,SPDR EURO STOXX 50 ETF,SPDR State Street Global Advisors,2002/10/15,Europe Stock,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the EURO STOXX 50 Index. The fund employs a sampling strategy, which means that the fund is not required to purchase all of the securities represented in the index. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to represent the performance of some of the largest companies across components of the 19 EURO STOXX Supersector Indexes. The EURO STOXX Supersector Indexes are subsets of the EURO STOXX Index.",Blend,Large,USD,0.29,0.44,99.87,0,20.15,1.63,1.22,9.49,10.67,13.67,10.49,1.3,11.85,9.06,6.06,4.72,3.87,14.07,14.25,,,,,,,,,,1590000000,2.21,"ASML Holding NV: 6.06, LVMH Moet Hennessy Louis Vuitton SE: 4.87, Linde PLC: 4.74, SAP SE: 4.56, Sanofi SA: 4.02, Siemens AG: 3.44, Total SE: 3.12, L'Oreal SA: 3.09, Unilever NV: 3.04, Allianz SE: 2.87",-16.1,,-7.59,0.72,-7.63,5.55,-12.4,3.94,-4.44,0.3,1.08,8.18,1.75,1.23,25.89,,-16.06,,24.39,,0.89,,-4.26,0.91,-8.36,-4.9,27.43,26.83,20.48,20.74,-16.42,-16.97,-8.94,5.53,11,6,-3.82,0.41,-3.27,2.25,-1.59,-0.65,1.11,1.03,1.11,0.99,1.2,1.07,-0.23,0.12,0.2,0.76,0.3,0.3,88.48,77.47,84.88,81.23,82.3,90.5,19.22,14.89,17.19,15.69,19.44,21.6,-0.22,0.09,0.07,0.57,0.16,0.13,-5.47,0.63,-0.24,8.36,0.95,0.38
FFR,First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund,First Trust,2007/8/27,Global Real Estate,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the FTSE EPRAu002FNAREIT Developed Index. The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is modified market cap weighted based on free float market capitalization and includes the securities of real estate companies or REITs that are publicly traded on an official stock exchange located in North America, Europe or Asia and provides an audited annual report in English.",Value,Medium,USD,0.6,0.53,98.7,0,18.58,1.19,5.01,14.08,0,0.07,0.18,99.75,0,0,0,0,0,0,0,,,,,,,,,,31570000,5.25,"Prologis Inc: 5.52, Digital Realty Trust Inc: 2.97, Vonovia SE: 2.73, Public Storage: 2.60, Welltower Inc: 1.71, Realty Income Corp: 1.50, Simon Property Group Inc: 1.44, AvalonBay Communities Inc: 1.43, Alexandria Real Estate Equities Inc: 1.42, Sun Hung Kai Properties Ltd: 1.35",-22.33,4.52,-3.59,-4.64,-3.85,-6.47,-23.05,-0.29,-2.25,2.55,0.55,7.42,3.97,,21.94,,-5.15,,10.6,,4.44,,-0.66,-0.15,14.72,8.88,3.01,4.46,28.35,34.55,-6.47,-12.49,19.59,16.45,8,4,-6.4,0.11,-5.93,0.33,-2.31,,0.84,0.84,0.85,0.93,0.86,,-0.04,0.28,0.15,0.68,0.43,,62.61,54.98,61.16,57.32,61.34,,18.08,12.89,15.45,14.13,15.14,,-0.11,0.25,0.04,0.57,0.3,,-4.44,3.23,-0.79,8.11,3.99,
FFSG,FormulaFolios Smart Growth ETF,FormulaFolioFunds,2017/10/31,Allocation - 85%+ Equity,"The investment seeks to provide capital growth. The fund seeks to achieve its investment objective by investing through other unaffiliated ETFs primarily in domestic and foreign growth-oriented equity securities of any market capitalization and U.S. Treasuries or other cash equivalents. It is generally 100% invested in growth-oriented equity ETFs when the adviser's investment models indicate a bullish trend for the equity market, and is generally 50% invested in growth-oriented equity ETFs and 50% invested in U.S. treasuries andu002For U.S. short-term bonds to hedge risk when the adviser's models indicate a bearish trend for the equity markets.",Blend,Large,USD,0.7,0.65,98.91,0,22.18,2.14,1.36,10.88,4.12,11.85,12.99,13.79,6.15,11.21,2.69,6.8,2.14,11.44,16.83,,,,,,,,,,39270000,1.32,"iShares Core S&P 500 ETF: 36.41, iShares Core S&P Mid-Cap ETF: 16.75, iShares Core S&P Small-Cap ETF: 15.59, iShares Core MSCI EAFE ETF: 12.66, iShares US Real Estate ETF: 9.09, iShares Core MSCI Emerging Markets ETF: 8.88",-6.15,10.05,-0.53,-0.36,0.39,-0.54,-1.05,3.49,3.27,-2.95,,4.37,,2.78,25.29,,-9.29,,,,,,,,,,,,,,,,,,1,1,-3.74,-8.6,0,-5.26,0,-4.45,1.7,1.57,0,1.47,0,1.63,0.43,-0.2,0,0.41,0,0.36,97.44,85.88,0,85.35,0,81.84,18.21,11.28,0,10.79,0,17.84,0.2,-0.22,0,0.44,0,0.2,1.15,-1.95,0,2.91,0,1.22
FFTI,FormulaFolios Tactical Income ETF,FormulaFolioFunds,2017/6/6,,"The investment seeks to provide income. The fund seeks to achieve its investment objective by investing through other exchange traded funds (""ETFs"") in foreign and domestic fixed income securities. The fixed income securities in which the ETFs will invest are U.S. Treasuries, investment grade U.S. bonds, high-yield U.S. bonds, U.S. aggregate bond, municipal bonds and international government bonds of any maturity and duration. The adviser uses its proprietary investment model to rank 5 major fixed income asset classes based on the strongest combination of yield spread and price momentum.",Value,Small,USD,0.97,,0,96.2,,,0.85,2.85,0,0,0,0,0,5.19,0,0,94.81,0,0,0,37.61,2.11,10.9,15.24,19.18,11.31,3.63,0.02,228550000,2.34,"SPDR Blmbg Barclays High Yield Bd ETF: 11.64, Xtrackers USD High Yield Corp Bd ETF: 11.64, iShares iBoxx $ High Yield Corp Bd ETF: 11.63, iShares Core US Aggregate Bond ETF: 10.80, Vanguard Total Bond Market ETF: 10.80, Vanguard Interm-Term Corp Bd ETF: 10.76, iShares iBoxx $ Invmt Grade Corp Bd ETF: 10.56, SPDR Portfolio Intmdt Term Trs ETF: 7.22, Vanguard Intmdt-Term Trs ETF: 7.22, iShares 7-10 Year Treasury Bond ETF: 7.19",-3.14,,-0.24,,-1.28,,-2.36,,1.21,,,,,,10.97,,-3.77,,,,,,,,,,,,,,,,,,1,1,-3.69,,,,,,1.06,,,,,,0.13,,,,,,28.09,,,,,,6.81,,,,,,-0.01,,,,,,-0.26,,,,,
FFTY,Innovator IBD 50 ETF,Innovator ETFs,2015/4/8,,"The investment seeks to track, before fees and expenses, the performance of the IBD 50 Index (the ""index""). The fund will normally invest at least 80% of its net assets (including investment borrowings) in securities that comprise the index. The IBD 50 Index is a weekly, rules-based, computer-generated stock index compiled and published by Investor's Business Daily (""IBD"" or the ""index provider"") that seeks to identify the current top 50 growth stocks.",Growth,Large,USD,0.8,,99.41,0,26.55,7.15,4.64,23.35,2.06,19.11,12.41,0.99,6.36,14.53,0,0.99,0,0,43.55,,,,,,,,,,181640000,0,"Pool Corp: 3.66, West Pharmaceutical Services Inc: 3.56, Advanced Micro Devices Inc: 3.54, NVIDIA Corp: 3.45, Logitech International SA: 3.42, Veeva Systems Inc Class A: 3.41, Lowe's Companies Inc: 3.38, Adobe Inc: 3.36, PayPal Holdings Inc: 3.25, PennyMac Financial Services Inc Class A: 3.23",3.51,,-3.63,,-2.73,,8.38,,2.56,,9.36,,,,25.77,,-16.62,,37.31,,9.11,,,,,,,,,,,,,,3,1,-7.05,,-2.47,,,,1.07,,1.12,,,,0.43,,0.92,,,,70.87,,67.84,,,,22.77,,19.8,,,,0.16,,0.5,,,,0.96,,7.36,,,
FGD,First Trust Dow Jones Global Select Dividend Index Fund,First Trust,2007/11/21,Foreign Large Value,The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Dow Jones Global Select Dividend IndexSM. The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is an indicated annual dividend yield weighted index of 100 stocks selected from the developed-market portion of the Dow Jones World IndexSM.,Value,Medium,USD,0.59,0.46,99.89,0,9.27,0.69,0.62,,4.35,3.03,55.56,4.92,3.97,0,5.71,9.04,4.74,6.66,2.02,,,,,,,,,,335220000,7.32,"Bankia SA: 2.48, Invesco Ltd: 1.56, Yue Yuen Industrial (Holdings) Ltd: 1.56, Drax Group PLC: 1.52, Hyundai Motor Co Participating Preferred: 1.47, CIT Group Inc: 1.39, VTech Holdings Ltd: 1.37, Navient Corp: 1.35, Ageas SA/ NV: 1.34, Great-West Lifeco Inc: 1.34",-24.23,5.35,0.06,1.07,-0.07,6.53,-19.89,8.2,-6.08,-0.98,0.28,5.3,2.37,1.17,19.97,,-12.41,,17.66,,11.78,,-10.18,-8.05,-0.74,-5.38,17.98,17.7,15.56,12.61,-2.18,-9.66,12.21,6.66,7,5,-4.93,-1.08,-3.66,-0.75,-0.63,-0.9,1.18,1.03,1.07,1.02,0.95,0.98,-0.32,-0.01,0.15,0.52,0.3,0.25,87.69,93.17,83.97,92.81,84.47,94.88,20.44,13.58,16.61,15.12,15.19,19.29,-0.27,-0.01,0.04,0.41,0.2,0.12,-6.41,-1.04,-0.79,5.14,1.95,0.36
FGM,First Trust Germany AlphaDEX Fund,First Trust,2012/2/14,Miscellaneous Region,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX Germany Index. The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Germany Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX selection methodology.",Blend,Medium,USD,0.8,0.53,99.91,0,19.77,1.12,0.95,8.35,15,22.71,10.16,6.89,0,9.71,5.7,9.02,0,11.31,9.52,,,,,,,,,,73670000,1.09,"Zalando SE: 5.26, Hypoport AG: 4.71, RWE AG: 4.22, Sartorius AG Participating Preferred: 4.10, Basf SE: 3.89, Bechtle AG: 3.88, RTL Group SA: 3.78, Evonik Industries AG: 3.77, Porsche Automobil Holding SE Participating Preferred: 3.71, Delivery Hero SE: 3.58",-4.52,,-5.25,,-1.8,,2.25,,-3.28,,4.99,,,,21.11,,-25.42,,43.94,,1.62,,1.91,,-11.6,-7.65,26.63,10,,,,,,,5,2,-1.5,,0.52,,0,,1.3,,1.28,,0,,-0.04,,0.57,,0,,86.73,,85.86,,0,,22.65,,19.6,,0,,-0.09,,0.29,,0,,-3.54,,3,,0,
FHK,First Trust Hong Kong AlphaDEX Fund,First Trust,2012/2/14,China Region,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ AlphaDEX Hong Kong Index. The fund normally invests at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Hong Kong Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX selection methodology.",Value,Large,USD,0.8,0.68,98.57,0,9.92,0.78,1.13,7.31,8.16,17.56,2.88,29.18,4.94,2.57,1.4,3.2,0,19.91,10.2,,,,,,,,,,3370000,3.4,"Hopson Development Holdings Ltd: 8.34, Kerry Logistics Network Ltd: 4.97, Techtronic Industries Co Ltd: 4.94, China Youzan Ltd: 4.65, Man Wah Holdings Ltd: 4.09, Nine Dragons Paper (Holdings) Ltd: 4.09, Lee & Man Paper Manufacturing Ltd: 3.95, FIT Hon Teng Ltd Registered Shs Unitary 144A/Reg S: 3.69, Kerry Properties Ltd: 3.65, Shimao Group Holdings Ltd: 3.60",0.5,0.14,0.76,-0.7,9.17,5.47,10.78,-0.77,-3.02,2.46,4.7,4.58,,6.2,5.93,,-17.89,,40.4,,0.67,,-9.62,-0.35,1.64,7.41,14.47,11.47,,,,,,,5,2,-3.65,5.99,-0.97,1.93,0,5.72,0.94,1.26,1,1.12,0,1.09,-0.1,0.42,0.51,0.58,0,0.79,55.94,49.26,60.02,47.96,0,65.97,20.34,23.1,18.75,22.39,0,25.87,-0.14,0.21,0.27,0.31,0,0.34,-5.15,1.99,3.32,4.1,0,4.96
FHLC,Fidelity MSCI Health Care Index ETF,Fidelity Investments,2013/10/21,Health,"The investment seeks to provide investment returns that correspond, before fees and expenses, generally to the performance of the MSCI USA IMI Health Care Index. The fund invests at least 80% of assets in securities included in the fund's underlying index. The fund's underlying index is the MSCI USA IMI Health Care Index, which represents the performance of the health care sector in the U.S. equity market. It may or may not hold all of the securities in the MSCI USA IMI Health Care Index. The fund is non-diversified.",Blend,Large,USD,0.08,0.49,99.87,0,24.35,4.51,1.83,14.92,0.23,0,0.02,0,0,99.67,0,0,0,0.03,0.05,,,,,,,,,,2030000000,1.36,"Johnson & Johnson: 7.80, UnitedHealth Group Inc: 6.25, Pfizer Inc: 4.26, Merck & Co Inc: 4.10, Thermo Fisher Scientific Inc: 4.03, Abbott Laboratories: 4.01, AbbVie Inc: 3.25, Danaher Corp: 3.16, Medtronic PLC: 2.91, Bristol-Myers Squibb Company: 2.86",4.42,-3.8,-2.59,2.41,-1.75,6.8,14.43,4.93,11.24,12.67,10.26,20.22,,12.26,21.94,,5.52,,23.31,,-3.31,,7.05,8.3,25.23,26.09,,,,,,,,,5,1,6.14,8.52,3.4,10.91,0,9.01,0.8,0.91,0.82,0.83,0,0.73,0.99,1.14,0.91,1.67,0,1.12,68.97,38.14,62.28,42.64,0,47.94,16.44,17.76,14.74,16.38,0,18.41,0.63,0.83,0.66,1.28,0,0.69,11.88,14.5,11.04,24.57,0,15.82
